ilce_adi;mahalle_adi;mahalle_koy_uavt;cok_agir_hasarli_bina_sayisi;agir_hasarli_bina_sayisi;orta_hasarli_bina_sayisi;hafif_hasarli_bina_sayisi;can_kaybi_sayisi;agir_yarali_sayisi;hastanede_tedavi_sayisi;hafif_yarali_sayisi;dogalgaz_boru_hasari;icme_suyu_boru_hasari;atik_su_boru_hasari;gecici_barinma
‹MRAN›YE;ELMALIKENT;98691;3;20;141;383;0;0;8;24;0;0;1;599
‹MRAN›YE;ESENEVLER;98692;1;3;37;196;0;0;3;13;0;0;0;285
‹MRAN›YE;ESENKENT;98709;3;21;163;462;0;0;4;18;1;1;2;580
‹MRAN›YE;ESENﬁEH›R;40747;5;24;163;414;4;1;13;31;1;1;1;692
‹MRAN›YE;FAT›H SULTAN MEHMET;98693;0;2;15;54;0;0;1;3;0;0;0;73
‹MRAN›YE;HEK›MBAﬁI;40744;3;18;107;286;0;0;3;12;0;0;0;201
‹MRAN›YE;HUZUR;98694;2;14;108;264;0;0;5;15;0;0;1;356
‹MRAN›YE;IHLAMURKUYU;40745;6;26;147;373;3;2;13;31;0;1;1;635
‹MRAN›YE;›NKILAP;40737;4;22;175;481;1;0;8;26;1;1;1;776
‹MRAN›YE;›ST›KLAL;40739;2;7;69;335;1;0;7;24;0;0;1;589
‹MRAN›YE;KAZIM KARABEK›R;40743;5;25;179;459;2;0;9;25;0;0;1;580
‹MRAN›YE;MADENLER;98695;1;7;57;187;0;0;3;12;0;0;1;305
‹MRAN›YE;MEHMET AK›F;98696;0;2;19;110;0;0;2;8;0;0;0;226
‹MRAN›YE;NAMIK KEMAL;40736;2;7;68;283;1;0;8;20;0;0;0;434
‹MRAN›YE;NEC›P FAZIL;98699;9;43;238;532;8;2;24;55;1;1;1;1235
‹MRAN›YE;PARSELLER;98700;3;18;124;301;1;0;8;22;0;0;1;584
‹MRAN›YE;SARAY;98701;1;3;24;73;0;0;0;1;0;0;0;24
‹MRAN›YE;S›TE;98702;4;17;101;297;2;1;9;26;0;1;1;656
‹MRAN›YE;ﬁER›FAL›;98703;1;5;48;179;0;0;1;4;0;0;1;133
‹MRAN›YE;TANTAV›;98704;1;3;24;83;0;0;2;6;0;0;0;182
‹MRAN›YE;TATLISU;98705;0;3;24;110;0;0;1;7;0;0;0;223
‹MRAN›YE;TEPE‹ST‹;98706;1;6;50;181;1;0;4;12;0;0;0;262
‹MRAN›YE;TOPA–ACI;98707;5;32;186;501;0;0;7;23;0;1;1;515
‹MRAN›YE;YAMANEVLER;98708;1;5;47;185;0;0;4;13;0;0;0;251
‹MRAN›YE;YUKARI DUDULLU;40741;4;21;159;483;1;0;6;19;1;1;1;539
‹SK‹DAR;ACIBADEM;40778;2;6;38;185;2;1;13;28;0;0;1;385
‹SK‹DAR;AHMED›YE;98664;3;7;46;164;3;1;9;18;0;0;0;312
‹SK‹DAR;ALTUN›ZADE;40781;2;8;52;197;1;0;6;16;0;0;1;895
‹SK‹DAR;AZ›Z MAHMUT H‹DAY›;98665;7;16;93;240;4;2;13;25;0;0;0;171
‹SK‹DAR;BAH«EL›EVLER;40785;6;29;154;419;2;1;11;30;0;0;1;395
‹SK‹DAR;BARBAROS;40786;2;7;44;152;2;1;8;19;0;0;0;478
‹SK‹DAR;BEYLERBEY›;40787;4;14;98;218;0;0;4;13;0;0;0;330
‹SK‹DAR;BULGURLU;40788;1;5;51;253;1;0;6;18;0;0;0;627
‹SK‹DAR;BURHAN›YE;40789;4;17;132;364;1;0;10;24;0;0;1;605
‹SK‹DAR;CUMHUR›YET;40790;3;8;84;386;2;1;11;28;0;1;1;693
‹SK‹DAR;«ENGELK÷Y;98666;7;24;171;402;2;1;11;27;1;0;1;320
‹SK‹DAR;FERAH;40794;6;23;149;358;5;3;19;42;1;0;1;332
‹SK‹DAR;G‹ZELTEPE;40797;3;12;106;283;1;0;6;17;0;0;0;168
‹SK‹DAR;›CAD›YE;40802;6;17;106;341;5;1;15;31;0;0;0;782
‹SK‹DAR;KAND›LL›;40806;1;6;47;113;0;0;0;1;0;0;0;159
‹SK‹DAR;KISIKLI;40809;4;17;128;373;2;1;10;27;1;1;1;471
‹SK‹DAR;K›RAZLITEPE;40808;6;24;158;351;3;2;14;31;0;0;0;120
‹SK‹DAR;KULEL›;40810;1;6;37;93;0;0;0;4;0;0;0;172
‹SK‹DAR;KUZGUNCUK;40811;4;16;109;264;1;0;5;11;0;0;0;268
‹SK‹DAR;K‹«‹K«AMLICA;98667;5;24;157;364;0;0;7;25;1;1;1;466
‹SK‹DAR;K‹«‹KSU;40812;3;13;100;276;1;0;4;18;0;0;1;358
‹SK‹DAR;K‹PL‹CE;40813;5;17;142;357;2;1;11;26;0;0;1;228
‹SK‹DAR;MEHMET AK›F ERSOY;40814;5;22;168;416;3;1;13;32;0;0;1;308
‹SK‹DAR;M›MAR S›NAN;98668;12;27;131;342;11;6;29;58;0;0;1;722
‹SK‹DAR;MURATRE›S;40815;4;11;67;259;6;3;16;32;0;0;0;420
‹SK‹DAR;SALACAK;40804;4;8;56;199;3;2;9;20;0;0;0;908
‹SK‹DAR;SELAM› AL›;40819;3;9;53;203;4;2;12;25;0;0;0;295
‹SK‹DAR;SEL›M›YE;40820;6;16;76;208;3;1;8;16;0;1;0;326
‹SK‹DAR;SULTANTEPE;98669;7;15;78;222;6;3;18;35;0;0;0;888
‹SK‹DAR;‹NALAN;40827;8;24;173;507;7;3;23;51;1;1;1;915
‹SK‹DAR;VAL›DE-› AT›K;40828;5;13;82;316;7;3;19;39;0;0;0;942
‹SK‹DAR;YAVUZT‹RK;40830;5;27;220;612;2;1;15;42;1;1;1;387
‹SK‹DAR;ZEYNEP KAM›L;98670;2;5;35;173;3;1;10;20;0;0;0;241
ZEYT›NBURNU;BEﬁTELS›Z;40838;43;89;354;622;56;31;147;268;0;1;2;2291
ZEYT›NBURNU;«IRPICI;40837;49;98;357;572;77;43;202;360;1;1;2;2760
ZEYT›NBURNU;G÷KALP;40834;31;62;253;456;45;24;118;215;0;1;2;1111
ZEYT›NBURNU;KAZLI«EﬁME;40840;25;44;126;182;13;8;36;68;0;1;3;346
ZEYT›NBURNU;MALTEPE;40843;62;125;378;513;15;8;44;81;1;1;4;181
ZEYT›NBURNU;MERKEZEFEND›;40842;29;60;216;369;39;24;105;193;1;1;2;2617
ZEYT›NBURNU;NUR›PAﬁA;40832;39;77;308;529;66;37;173;314;1;1;2;3220
ZEYT›NBURNU;SEY›TN›ZAM;40841;37;92;363;592;51;28;134;246;1;1;3;2363
ZEYT›NBURNU;S‹MER;40831;41;80;319;561;87;47;229;414;1;1;3;5682
ZEYT›NBURNU;TELS›Z;40839;72;133;470;801;84;48;223;400;1;1;3;1094
ZEYT›NBURNU;VEL›EFEND›;40836;39;80;309;530;66;38;175;317;1;1;2;3400
ZEYT›NBURNU;YEN›DO–AN;40833;17;33;135;234;24;13;63;114;0;0;1;1715
ZEYT›NBURNU;YEﬁ›LTEPE;40835;26;52;211;374;45;25;118;216;0;0;1;4250
